2024-11-04 00:00:53: 52.27 V, 0.91 psi, 6.21 psi
2024-11-04 13:14:41: 58.92 V, 1.44 psi, 1.64 psi
2024-11-04 13:15:41: 58.94 V, 1.42 psi, 1.63 psi
2024-11-04 13:16:41: 59.05 V, 1.40 psi, 1.61 psi
2024-11-04 13:17:41: 59.15 V, 1.40 psi, 1.60 psi
2024-11-04 13:18:41: 59.14 V, 1.38 psi, 1.58 psi
2024-11-04 13:19:41: 59.36 V, 1.37 psi, 1.57 psi
2024-11-04 13:20:41: 59.46 V, 1.35 psi, 1.55 psi
2024-11-04 13:21:41: 59.25 V, 1.34 psi, 1.54 psi
2024-11-04 13:22:42: 59.13 V, 1.32 psi, 1.52 psi
2024-11-04 13:23:42: 59.08 V, 1.30 psi, 1.51 psi
2024-11-04 13:24:42: 59.54 V, 1.29 psi, 1.49 psi
2024-11-04 13:25:42: 59.65 V, 1.27 psi, 1.47 psi
2024-11-04 13:26:42: 59.66 V, 1.26 psi, 1.46 psi
2024-11-04 13:27:42: 59.64 V, 1.24 psi, 1.44 psi
2024-11-04 13:28:42: 59.53 V, 1.24 psi, 1.43 psi
2024-11-04 13:29:42: 59.41 V, 1.22 psi, 1.42 psi
2024-11-04 13:30:42: 59.38 V, 1.22 psi, 1.40 psi
2024-11-04 13:31:42: 59.51 V, 1.19 psi, 1.39 psi
2024-11-04 13:32:42: 59.61 V, 1.18 psi, 1.38 psi
2024-11-04 13:34:42: 59.26 V, 1.15 psi, 1.35 psi
2024-11-04 13:35:42: 59.48 V, 1.14 psi, 1.34 psi
2024-11-04 13:36:42: 59.59 V, 1.13 psi, 1.32 psi
2024-11-04 13:37:42: 59.70 V, 1.11 psi, 1.31 psi
2024-11-04 13:38:42: 59.58 V, 1.11 psi, 1.29 psi
2024-11-04 13:39:43: 59.57 V, 1.09 psi, 1.28 psi
2024-11-04 13:40:43: 59.57 V, 1.09 psi, 1.27 psi
2024-11-04 13:41:43: 59.67 V, 1.06 psi, 1.26 psi
2024-11-04 13:42:43: 59.62 V, 1.05 psi, 1.25 psi
2024-11-04 13:43:43: 59.66 V, 1.04 psi, 1.23 psi
2024-11-04 13:44:43: 59.65 V, 1.02 psi, 1.22 psi
2024-11-04 13:45:43: 59.54 V, 1.01 psi, 1.21 psi
2024-11-04 13:46:43: 59.53 V, 0.99 psi, 1.19 psi
2024-11-04 13:47:43: 59.75 V, 0.99 psi, 1.18 psi
2024-11-04 13:48:43: 59.86 V, 0.97 psi, 1.17 psi
2024-11-04 13:49:43: 59.81 V, 0.97 psi, 1.15 psi
2024-11-04 13:50:43: 59.85 V, 0.94 psi, 1.14 psi
2024-11-04 13:51:43: 59.74 V, 0.93 psi, 1.13 psi
2024-11-04 13:52:43: 59.73 V, 0.92 psi, 1.12 psi
2024-11-04 13:53:43: 59.82 V, 0.90 psi, 1.10 psi
2024-11-04 13:54:43: 59.73 V, 0.90 psi, 1.09 psi
2024-11-04 13:55:43: 59.71 V, 0.88 psi, 1.08 psi
2024-11-04 13:56:44: 59.91 V, 0.88 psi, 1.07 psi
2024-11-04 13:57:44: 60.02 V, 0.85 psi, 1.05 psi
2024-11-04 13:58:44: 59.98 V, 0.84 psi, 1.04 psi
2024-11-04 13:59:44: 59.90 V, 0.83 psi, 1.03 psi
2024-11-04 14:00:44: 59.79 V, 0.81 psi, 1.02 psi
2024-11-04 14:01:44: 59.89 V, 0.81 psi, 1.01 psi
2024-11-04 14:02:44: 60.01 V, 0.79 psi, 0.99 psi
2024-11-04 14:03:44: 60.00 V, 0.79 psi, 0.98 psi
2024-11-04 14:04:44: 59.98 V, 0.76 psi, 0.97 psi
2024-11-04 14:05:44: 59.95 V, 0.76 psi, 0.96 psi
2024-11-04 14:06:44: 59.98 V, 0.75 psi, 0.95 psi
2024-11-04 14:07:44: 59.97 V, 0.73 psi, 0.94 psi
2024-11-04 14:08:44: 60.06 V, 0.73 psi, 0.92 psi
2024-11-04 14:09:44: 60.17 V, 0.70 psi, 0.92 psi
2024-11-04 14:10:44: 60.13 V, 0.70 psi, 0.90 psi
2024-11-04 14:11:44: 60.16 V, 0.68 psi, 0.89 psi
2024-11-04 14:12:44: 60.15 V, 0.66 psi, 0.87 psi
2024-11-04 14:13:45: 60.16 V, 0.66 psi, 0.86 psi
2024-11-04 14:14:45: 60.15 V, 0.64 psi, 0.85 psi
2024-11-04 14:15:45: 60.16 V, 0.63 psi, 0.83 psi
2024-11-04 14:16:45: 60.14 V, 0.61 psi, 0.82 psi
2024-11-04 14:17:45: 60.12 V, 0.61 psi, 0.81 psi
2024-11-04 14:18:45: 60.13 V, 0.57 psi, 0.81 psi
2024-11-04 14:19:45: 60.21 V, 0.52 psi, 0.79 psi
2024-11-04 14:20:45: 60.24 V, 0.57 psi, 0.75 psi
2024-11-04 14:21:45: 60.46 V, 0.87 psi, 0.68 psi
2024-11-04 14:22:45: 60.45 V, 1.09 psi, 0.64 psi
2024-11-04 14:23:45: 60.43 V, 1.30 psi, 0.59 psi
2024-11-04 14:24:45: 60.54 V, 1.56 psi, 0.56 psi
2024-11-04 14:25:45: 60.77 V, 1.85 psi, 0.52 psi
2024-11-04 14:26:45: 60.87 V, 2.18 psi, 0.50 psi
2024-11-04 14:27:45: 60.95 V, 2.54 psi, 0.48 psi
2024-11-04 14:28:45: 61.09 V, 2.90 psi, 2.18 psi
2024-11-04 14:29:46: 60.94 V, 3.06 psi, 2.96 psi
2024-11-04 14:30:46: 61.02 V, 3.25 psi, 3.13 psi
2024-11-04 14:31:46: 61.12 V, 3.48 psi, 3.36 psi
2024-11-04 14:32:46: 61.22 V, 3.70 psi, 3.58 psi
2024-11-04 14:33:46: 61.27 V, 3.94 psi, 3.82 psi
2024-11-04 14:34:46: 61.31 V, 4.18 psi, 4.05 psi
2024-11-04 14:35:46: 61.29 V, 4.42 psi, 4.29 psi
2024-11-04 14:36:46: 61.49 V, 4.71 psi, 4.57 psi
2024-11-04 14:37:46: 61.62 V, 4.96 psi, 4.82 psi
2024-11-04 14:38:46: 61.74 V, 5.21 psi, 5.06 psi
2024-11-04 14:39:46: 61.84 V, 5.49 psi, 5.35 psi
2024-11-04 14:40:46: 61.95 V, 5.76 psi, 5.61 psi
2024-11-04 14:41:46: 61.86 V, 6.06 psi, 5.91 psi
2024-11-04 14:42:46: 61.98 V, 6.35 psi, 6.15 psi
2024-11-04 14:43:46: 61.77 V, 6.61 psi, 6.35 psi
2024-11-04 14:44:46: 61.74 V, 6.83 psi, 6.56 psi
2024-11-04 14:45:47: 61.77 V, 7.04 psi, 6.70 psi
2024-11-04 14:46:47: 59.67 V, 7.17 psi, 6.72 psi
2024-11-04 14:47:47: 59.68 V, 7.19 psi, 6.65 psi
2024-11-04 14:48:47: 57.72 V, 7.17 psi, 6.50 psi
2024-11-04 14:49:47: 57.69 V, 7.08 psi, 6.30 psi
2024-11-04 14:50:47: 54.05 V, 6.97 psi, 6.09 psi
2024-11-04 14:51:47: 53.98 V, 6.81 psi, 5.85 psi
2024-11-04 14:52:47: 53.87 V, 6.64 psi, 5.59 psi
2024-11-04 14:53:47: 50.50 V, 6.43 psi, 5.30 psi
2024-11-04 14:54:47: 50.38 V, 6.20 psi, 5.00 psi
2024-11-04 14:55:47: 46.14 V, 5.97 psi, 4.68 psi
2024-11-04 14:56:47: 46.02 V, 5.70 psi, 4.33 psi
2024-11-04 14:57:47: 42.11 V, 5.44 psi, 3.96 psi
2024-11-04 14:58:47: 41.99 V, 5.14 psi, 3.56 psi
2024-11-04 14:59:47: 37.24 V, 4.85 psi, 3.15 psi
2024-11-04 15:00:47: 36.73 V, 4.52 psi, 2.72 psi
2024-11-04 15:01:47: 36.56 V, 4.18 psi, 2.32 psi
2024-11-04 15:02:48: 31.29 V, 3.88 psi, 2.15 psi
2024-11-04 15:03:48: 31.19 V, 3.61 psi, 2.19 psi
2024-11-04 15:04:48: 27.02 V, 3.44 psi, 2.32 psi
2024-11-04 15:05:48: 26.96 V, 3.32 psi, 2.46 psi
2024-11-04 15:06:48: 24.11 V, 3.29 psi, 2.60 psi
2024-11-04 15:07:48: 23.50 V, 3.28 psi, 2.72 psi
2024-11-04 15:08:48: 23.50 V, 3.30 psi, 2.83 psi
2024-11-04 15:09:48: 21.92 V, 3.36 psi, 2.93 psi
2024-11-04 15:10:48: 21.84 V, 3.42 psi, 3.04 psi
2024-11-04 15:11:48: 20.26 V, 3.51 psi, 3.13 psi
2024-11-04 15:12:48: 20.19 V, 3.58 psi, 3.23 psi
2024-11-04 15:13:48: 19.77 V, 3.68 psi, 3.32 psi
2024-11-04 15:14:48: 19.05 V, 3.76 psi, 3.41 psi
2024-11-04 15:15:48: 19.07 V, 3.85 psi, 3.51 psi
2024-11-04 15:16:48: 18.08 V, 3.95 psi, 3.60 psi
2024-11-04 15:18:48: 17.15 V, 4.14 psi, 3.79 psi
2024-11-04 15:19:49: 17.19 V, 4.22 psi, 3.88 psi
2024-11-04 15:20:49: 15.93 V, 4.32 psi, 3.96 psi
2024-11-04 15:21:49: 15.95 V, 4.41 psi, 4.05 psi
2024-11-04 15:22:49: 15.96 V, 4.51 psi, 4.14 psi
2024-11-04 15:23:49: 15.01 V, 4.60 psi, 4.24 psi
2024-11-04 15:24:49: 15.04 V, 4.68 psi, 4.33 psi
2024-11-04 15:25:49: 14.17 V, 4.79 psi, 4.42 psi
2024-11-04 15:26:49: 14.11 V, 4.87 psi, 4.51 psi
2024-11-04 15:27:49: 12.63 V, 4.98 psi, 4.61 psi
2024-11-04 15:28:49: 12.65 V, 5.07 psi, 4.70 psi
2024-11-04 15:29:49: 12.67 V, 5.17 psi, 4.79 psi
2024-11-04 15:30:49: 11.72 V, 5.26 psi, 4.89 psi
2024-11-04 15:31:49: 11.66 V, 5.35 psi, 4.98 psi
2024-11-04 15:32:49: 10.48 V, 5.46 psi, 5.07 psi
2024-11-04 15:33:49: 10.39 V, 5.55 psi, 5.17 psi
2024-11-04 15:34:49: 9.32 V, 5.66 psi, 5.27 psi
2024-11-04 15:35:50: 9.27 V, 5.75 psi, 5.36 psi
2024-11-04 15:36:50: 7.99 V, 5.86 psi, 5.46 psi
2024-11-04 15:37:50: 7.42 V, 5.97 psi, 5.57 psi
2024-11-04 15:38:50: 7.36 V, 6.06 psi, 5.67 psi
2024-11-04 15:39:50: 6.25 V, 6.17 psi, 5.77 psi
2024-11-04 15:40:50: 6.24 V, 6.27 psi, 5.87 psi
2024-11-04 15:41:50: 6.26 V, 6.38 psi, 5.97 psi
2024-11-04 15:42:50: 4.61 V, 6.48 psi, 6.07 psi
2024-11-04 15:43:50: 4.65 V, 6.58 psi, 6.18 psi
2024-11-04 15:44:50: 2.35 V, 6.58 psi, 6.38 psi
2024-11-04 15:45:50: 2.32 V, 6.53 psi, 6.52 psi
2024-11-04 15:46:50: 2.30 V, 6.48 psi, 6.54 psi
2024-11-04 15:47:50: 2.17 V, 6.38 psi, 6.55 psi
2024-11-04 15:48:50: 2.12 V, 6.28 psi, 6.57 psi
2024-11-04 15:49:50: 2.18 V, 6.13 psi, 6.58 psi
2024-11-04 15:50:50: 2.11 V, 5.97 psi, 6.59 psi
2024-11-04 15:51:50: 2.15 V, 5.81 psi, 6.59 psi
2024-11-04 15:52:51: 2.07 V, 5.62 psi, 6.61 psi
2024-11-04 15:53:51: 2.01 V, 5.43 psi, 6.62 psi
2024-11-04 15:54:51: 1.93 V, 5.22 psi, 6.62 psi
2024-11-04 15:55:51: 1.86 V, 5.05 psi, 6.64 psi
2024-11-04 15:56:51: 1.78 V, 4.85 psi, 6.65 psi
2024-11-04 15:57:51: 1.70 V, 4.67 psi, 6.66 psi
2024-11-04 15:58:51: 1.75 V, 4.50 psi, 6.67 psi
2024-11-04 15:59:51: 1.68 V, 4.32 psi, 6.68 psi
2024-11-04 16:00:51: 1.62 V, 4.16 psi, 6.68 psi
2024-11-04 16:02:51: 1.60 V, 3.84 psi, 6.71 psi
2024-11-04 16:03:52: 1.53 V, 3.67 psi, 6.73 psi
2024-11-04 16:04:52: 1.47 V, 3.53 psi, 6.74 psi
2024-11-04 16:05:52: 1.51 V, 3.37 psi, 6.76 psi
2024-11-04 16:06:52: 1.46 V, 3.21 psi, 6.77 psi
2024-11-04 16:07:52: 1.23 V, 3.09 psi, 6.78 psi
2024-11-04 16:08:53: 1.35 V, 2.93 psi, 6.80 psi
2024-11-04 16:09:53: 1.30 V, 2.77 psi, 6.81 psi
2024-11-04 16:10:53: 1.05 V, 2.63 psi, 6.82 psi
2024-11-04 16:11:53: 0.99 V, 2.48 psi, 6.84 psi
2024-11-04 16:12:53: 1.04 V, 2.35 psi, 6.85 psi
2024-11-04 16:13:53: 1.09 V, 2.21 psi, 6.86 psi
2024-11-04 16:14:53: 0.86 V, 2.08 psi, 6.88 psi
2024-11-04 16:15:53: 0.79 V, 1.95 psi, 6.89 psi
2024-11-04 16:16:53: 0.73 V, 1.82 psi, 6.90 psi
2024-11-04 16:17:53: 0.81 V, 1.70 psi, 6.91 psi
2024-11-04 16:18:53: 0.76 V, 1.58 psi, 6.92 psi
2024-11-04 16:19:53: 0.83 V, 1.48 psi, 6.94 psi
2024-11-04 16:20:53: 0.78 V, 1.36 psi, 6.95 psi
2024-11-04 16:21:53: 0.54 V, 1.27 psi, 6.96 psi
2024-11-04 16:22:53: 0.50 V, 1.16 psi, 6.98 psi
2024-11-04 16:23:53: 0.46 V, 1.06 psi, 6.99 psi
2024-11-04 16:24:54: 0.64 V, 0.96 psi, 7.00 psi
2024-11-04 16:25:54: 0.60 V, 0.86 psi, 7.01 psi
2024-11-04 16:26:54: 0.56 V, 0.78 psi, 7.03 psi
2024-11-04 16:27:54: 0.54 V, 0.69 psi, 7.04 psi
2024-11-04 16:28:54: 0.70 V, 0.61 psi, 7.06 psi
2024-11-04 16:29:54: 0.67 V, 0.52 psi, 7.07 psi
2024-11-04 16:30:54: 0.73 V, 0.46 psi, 7.08 psi
2024-11-04 16:31:54: 0.80 V, 0.37 psi, 7.10 psi
2024-11-04 16:32:54: 0.78 V, 0.29 psi, 7.11 psi
2024-11-04 16:33:54: 0.76 V, 0.22 psi, 7.12 psi
2024-11-04 16:34:54: 0.78 V, 0.28 psi, 7.12 psi
2024-11-04 16:35:54: 0.80 V, 0.36 psi, 7.13 psi
2024-11-04 16:36:54: 0.92 V, 0.38 psi, 7.14 psi
2024-11-04 16:37:54: 0.44 V, 0.42 psi, 7.15 psi
2024-11-04 16:38:54: 0.45 V, 0.45 psi, 7.16 psi
2024-11-04 16:39:54: 0.45 V, 0.48 psi, 7.17 psi
2024-11-04 16:40:54: 0.28 V, 0.51 psi, 7.17 psi
2024-11-04 16:41:55: 0.28 V, 0.53 psi, 7.18 psi
2024-11-04 16:42:55: 0.39 V, 0.57 psi, 7.19 psi
2024-11-04 16:43:55: 0.40 V, 0.59 psi, 7.19 psi
2024-11-04 16:44:55: 0.51 V, 0.64 psi, 7.20 psi
2024-11-04 16:45:55: 0.53 V, 0.66 psi, 7.21 psi
2024-11-04 16:47:55: 0.49 V, 0.75 psi, 7.22 psi
2024-11-04 16:48:55: 0.48 V, 0.84 psi, 7.23 psi
2024-11-04 16:49:55: 0.54 V, 0.96 psi, 7.24 psi
2024-11-04 16:50:55: 0.57 V, 1.06 psi, 7.24 psi
2024-11-04 16:51:55: 0.72 V, 1.20 psi, 7.25 psi
2024-11-04 16:52:55: 0.76 V, 1.31 psi, 7.25 psi
2024-11-04 16:53:55: 0.68 V, 1.36 psi, 7.26 psi
2024-11-04 16:54:55: 0.68 V, 1.35 psi, 7.27 psi
2024-11-04 16:55:55: 0.67 V, 1.38 psi, 7.27 psi
2024-11-04 16:56:55: 0.70 V, 1.40 psi, 7.28 psi
2024-11-04 16:57:56: 0.69 V, 1.42 psi, 7.29 psi
2024-11-04 16:58:56: 0.81 V, 1.46 psi, 7.29 psi
2024-11-04 16:59:56: 0.81 V, 1.47 psi, 7.29 psi
2024-11-04 17:00:56: 0.73 V, 1.50 psi, 7.30 psi
2024-11-04 17:01:56: 0.74 V, 1.50 psi, 7.31 psi
2024-11-04 17:02:56: 0.74 V, 1.51 psi, 7.32 psi
2024-11-04 17:03:56: 0.74 V, 1.51 psi, 7.32 psi
2024-11-04 17:04:56: 0.73 V, 1.50 psi, 7.33 psi
2024-11-04 17:05:56: 0.63 V, 1.51 psi, 7.33 psi
2024-11-04 17:06:56: 0.63 V, 1.50 psi, 7.34 psi
2024-11-04 17:07:56: 0.73 V, 1.50 psi, 7.34 psi
2024-11-04 17:08:56: 0.82 V, 1.51 psi, 7.35 psi
2024-11-04 17:09:56: 0.81 V, 1.49 psi, 7.36 psi
2024-11-04 17:10:56: 0.82 V, 1.49 psi, 7.36 psi
2024-11-04 17:11:56: 0.81 V, 1.48 psi, 7.37 psi
2024-11-04 17:12:56: 0.63 V, 1.48 psi, 7.37 psi
2024-11-04 17:13:57: 0.62 V, 1.46 psi, 7.37 psi
2024-11-04 17:14:57: 0.60 V, 1.45 psi, 7.38 psi
2024-11-04 17:15:57: 0.71 V, 1.44 psi, 7.39 psi
2024-11-04 17:16:57: 0.70 V, 1.42 psi, 7.39 psi
2024-11-04 17:17:57: 0.80 V, 1.42 psi, 7.40 psi
2024-11-04 17:18:57: 0.79 V, 1.40 psi, 7.40 psi
2024-11-04 17:19:57: 0.60 V, 1.40 psi, 7.41 psi
2024-11-04 17:20:57: 0.58 V, 1.37 psi, 7.42 psi
2024-11-04 17:21:57: 0.64 V, 1.37 psi, 7.42 psi
2024-11-04 17:22:57: 0.68 V, 1.35 psi, 7.43 psi
2024-11-04 17:23:57: 0.66 V, 1.33 psi, 7.43 psi
2024-11-04 17:24:57: 0.67 V, 1.33 psi, 7.43 psi
2024-11-04 17:25:57: 0.66 V, 1.31 psi, 7.44 psi
2024-11-04 17:26:57: 0.57 V, 1.31 psi, 7.44 psi
2024-11-04 17:27:57: 0.56 V, 1.29 psi, 7.44 psi
2024-11-04 17:28:57: 0.75 V, 1.29 psi, 7.45 psi
2024-11-04 17:29:58: 0.75 V, 1.27 psi, 7.45 psi
2024-11-04 17:30:58: 0.73 V, 1.26 psi, 7.46 psi
2024-11-04 17:31:58: 0.83 V, 1.25 psi, 7.46 psi
2024-11-04 17:32:58: 0.82 V, 1.23 psi, 7.47 psi
2024-11-04 17:33:58: 0.82 V, 1.23 psi, 7.47 psi
2024-11-04 17:34:58: 0.82 V, 1.21 psi, 7.48 psi
2024-11-04 17:35:58: 0.73 V, 1.22 psi, 7.48 psi
2024-11-04 17:36:58: 0.72 V, 1.20 psi, 7.48 psi
2024-11-04 17:37:58: 0.70 V, 1.20 psi, 7.48 psi
2024-11-04 17:38:58: 0.71 V, 1.20 psi, 7.49 psi
2024-11-04 17:39:58: 0.61 V, 1.19 psi, 7.49 psi
2024-11-04 17:40:58: 0.59 V, 1.18 psi, 7.50 psi
2024-11-04 17:41:58: 0.79 V, 1.17 psi, 7.50 psi
2024-11-04 17:42:58: 0.79 V, 1.15 psi, 7.50 psi
2024-11-04 17:43:58: 0.69 V, 1.16 psi, 7.50 psi
2024-11-04 17:44:58: 0.59 V, 1.14 psi, 7.50 psi
2024-11-04 17:45:58: 0.68 V, 1.14 psi, 7.51 psi
2024-11-04 17:46:59: 0.69 V, 1.13 psi, 7.51 psi
2024-11-04 17:47:59: 0.65 V, 1.13 psi, 7.51 psi
2024-11-04 17:48:59: 0.58 V, 1.12 psi, 7.52 psi
2024-11-04 17:49:59: 0.59 V, 1.10 psi, 7.52 psi
2024-11-04 17:50:59: 0.67 V, 1.11 psi, 7.52 psi
2024-11-04 17:51:59: 0.66 V, 1.09 psi, 7.53 psi
2024-11-04 17:52:59: 0.77 V, 1.10 psi, 7.53 psi
2024-11-04 17:53:59: 0.77 V, 1.08 psi, 7.53 psi
2024-11-04 17:54:59: 0.76 V, 1.09 psi, 7.54 psi
2024-11-04 17:55:59: 0.77 V, 1.07 psi, 7.54 psi
2024-11-04 17:56:59: 0.75 V, 1.07 psi, 7.54 psi
2024-11-04 17:57:59: 0.66 V, 1.07 psi, 7.54 psi
2024-11-04 17:58:59: 0.65 V, 1.05 psi, 7.55 psi
2024-11-04 17:59:59: 0.65 V, 1.06 psi, 7.55 psi
2024-11-04 18:00:59: 0.55 V, 1.05 psi, 7.55 psi
2024-11-04 18:01:59: 0.66 V, 1.05 psi, 7.56 psi
2024-11-04 18:03:00: 0.65 V, 1.04 psi, 7.56 psi
2024-11-04 18:04:00: 0.64 V, 1.05 psi, 7.56 psi
2024-11-04 18:05:00: 0.75 V, 1.04 psi, 7.56 psi
2024-11-04 18:06:00: 0.75 V, 1.02 psi, 7.56 psi
2024-11-04 18:08:00: 0.64 V, 1.02 psi, 7.57 psi
2024-11-04 18:09:00: 0.54 V, 1.04 psi, 7.57 psi
2024-11-04 18:10:00: 0.65 V, 1.04 psi, 7.57 psi
2024-11-04 18:11:00: 0.64 V, 1.03 psi, 7.57 psi
2024-11-04 18:12:00: 0.75 V, 1.04 psi, 7.57 psi
2024-11-04 18:13:00: 0.75 V, 1.03 psi, 7.57 psi
2024-11-04 18:14:00: 0.76 V, 1.04 psi, 7.58 psi
2024-11-04 18:15:00: 0.65 V, 1.03 psi, 7.59 psi
2024-11-04 18:17:00: 0.64 V, 1.03 psi, 7.60 psi
2024-11-04 18:18:00: 0.63 V, 1.02 psi, 7.61 psi
2024-11-04 18:19:00: 0.64 V, 1.03 psi, 7.61 psi
2024-11-04 18:20:01: 0.64 V, 1.02 psi, 7.62 psi
2024-11-04 18:21:01: 0.64 V, 1.03 psi, 7.62 psi
2024-11-04 18:22:01: 0.55 V, 1.02 psi, 7.62 psi
2024-11-04 18:23:01: 0.63 V, 1.04 psi, 7.62 psi
2024-11-04 18:24:01: 0.64 V, 1.03 psi, 7.63 psi
2024-11-04 18:25:01: 0.63 V, 1.03 psi, 7.63 psi
2024-11-04 18:26:01: 0.63 V, 1.03 psi, 7.63 psi
2024-11-04 18:27:01: 0.64 V, 1.02 psi, 7.63 psi
2024-11-04 18:28:01: 0.84 V, 1.03 psi, 7.63 psi
2024-11-04 18:29:01: 0.84 V, 1.02 psi, 7.64 psi
2024-11-04 18:30:01: 0.75 V, 1.04 psi, 7.63 psi
2024-11-04 18:31:01: 0.75 V, 1.03 psi, 7.63 psi
2024-11-04 18:32:01: 0.74 V, 1.04 psi, 7.64 psi
2024-11-04 18:33:01: 0.75 V, 1.03 psi, 7.64 psi
2024-11-04 18:34:01: 0.74 V, 1.03 psi, 7.64 psi
2024-11-04 18:35:01: 0.55 V, 1.04 psi, 7.64 psi
2024-11-04 18:36:02: 0.55 V, 1.03 psi, 7.64 psi
2024-11-04 18:37:02: 0.75 V, 1.05 psi, 7.64 psi
2024-11-04 18:38:02: 0.84 V, 1.04 psi, 7.64 psi
2024-11-04 18:39:02: 0.56 V, 1.05 psi, 7.64 psi
2024-11-04 18:40:02: 0.65 V, 1.06 psi, 7.64 psi
2024-11-04 18:41:02: 0.65 V, 1.06 psi, 7.64 psi
2024-11-04 18:42:02: 0.65 V, 1.07 psi, 7.64 psi
2024-11-04 18:43:02: 0.66 V, 1.06 psi, 7.64 psi
2024-11-04 18:44:02: 0.65 V, 1.07 psi, 7.64 psi
2024-11-04 18:45:02: 0.66 V, 1.07 psi, 7.64 psi
2024-11-04 18:46:02: 0.66 V, 1.06 psi, 7.64 psi
2024-11-04 18:47:02: 0.77 V, 1.08 psi, 7.64 psi
2024-11-04 18:48:02: 0.85 V, 1.07 psi, 7.64 psi
2024-11-04 18:49:02: 0.66 V, 1.09 psi, 7.65 psi
2024-11-04 18:51:02: 0.66 V, 1.10 psi, 7.66 psi
2024-11-04 18:52:02: 0.57 V, 1.09 psi, 7.66 psi
2024-11-04 18:53:03: 0.57 V, 1.10 psi, 7.67 psi
2024-11-04 18:54:03: 0.87 V, 1.10 psi, 7.67 psi
2024-11-04 18:55:03: 0.86 V, 1.10 psi, 7.67 psi
2024-11-04 18:56:03: 0.77 V, 1.11 psi, 7.68 psi
2024-11-04 18:57:03: 0.67 V, 1.11 psi, 7.68 psi
2024-11-04 18:58:03: 0.67 V, 1.12 psi, 7.68 psi
2024-11-04 18:59:03: 0.67 V, 1.12 psi, 7.68 psi
2024-11-04 19:00:03: 0.66 V, 1.13 psi, 7.68 psi
2024-11-04 19:01:03: 0.68 V, 1.13 psi, 7.68 psi
2024-11-04 19:02:03: 0.68 V, 1.12 psi, 7.69 psi
2024-11-04 19:03:03: 0.78 V, 1.14 psi, 7.69 psi
2024-11-04 19:04:03: 0.78 V, 1.14 psi, 7.69 psi
2024-11-04 19:05:03: 0.69 V, 1.15 psi, 7.69 psi
2024-11-04 19:06:03: 0.59 V, 1.15 psi, 7.69 psi
2024-11-04 19:07:03: 0.86 V, 1.16 psi, 7.68 psi
2024-11-04 19:09:04: 0.87 V, 1.16 psi, 7.68 psi
2024-11-04 19:10:04: 0.80 V, 1.20 psi, 7.69 psi
2024-11-04 19:11:04: 0.80 V, 1.19 psi, 7.69 psi
2024-11-04 19:12:04: 0.79 V, 1.20 psi, 7.69 psi
2024-11-04 19:13:04: 0.81 V, 1.21 psi, 7.69 psi
2024-11-04 19:14:04: 0.80 V, 1.20 psi, 7.69 psi
2024-11-04 19:15:04: 0.61 V, 1.22 psi, 7.69 psi
2024-11-04 19:16:04: 0.61 V, 1.21 psi, 7.69 psi
2024-11-04 19:17:04: 0.81 V, 1.23 psi, 7.69 psi
2024-11-04 19:18:04: 0.91 V, 1.23 psi, 7.69 psi
2024-11-04 19:19:04: 0.74 V, 1.25 psi, 7.69 psi
2024-11-04 19:20:04: 0.72 V, 1.24 psi, 7.69 psi
2024-11-04 19:21:04: 0.71 V, 1.24 psi, 7.69 psi
2024-11-04 19:22:04: 0.82 V, 1.26 psi, 7.69 psi
2024-11-04 19:23:04: 0.82 V, 1.25 psi, 7.69 psi
2024-11-04 19:24:04: 0.74 V, 1.27 psi, 7.69 psi
2024-11-04 19:25:04: 0.73 V, 1.27 psi, 7.69 psi
2024-11-04 19:26:05: 0.83 V, 1.29 psi, 7.69 psi
2024-11-04 19:27:05: 0.83 V, 1.28 psi, 7.69 psi
2024-11-04 19:28:05: 0.82 V, 1.30 psi, 7.70 psi
2024-11-04 19:29:05: 0.94 V, 1.30 psi, 7.70 psi
2024-11-04 19:30:05: 0.94 V, 1.30 psi, 7.70 psi
2024-11-04 19:31:05: 0.75 V, 1.32 psi, 7.70 psi
2024-11-04 19:32:05: 0.75 V, 1.32 psi, 7.71 psi
2024-11-04 19:33:05: 0.85 V, 1.34 psi, 7.71 psi
2024-11-04 19:34:05: 0.84 V, 1.34 psi, 7.72 psi
2024-11-04 19:35:05: 0.92 V, 1.35 psi, 7.73 psi
2024-11-04 19:36:05: 0.96 V, 1.35 psi, 7.72 psi
2024-11-04 19:37:05: 0.95 V, 1.35 psi, 7.73 psi
2024-11-04 19:38:05: 0.86 V, 1.37 psi, 7.73 psi
2024-11-04 19:39:05: 0.86 V, 1.36 psi, 7.73 psi
2024-11-04 19:40:05: 0.97 V, 1.39 psi, 7.73 psi
2024-11-04 19:41:05: 0.97 V, 1.41 psi, 7.73 psi
2024-11-04 19:42:06: 0.97 V, 1.40 psi, 7.74 psi
2024-11-04 19:43:06: 0.89 V, 1.42 psi, 7.74 psi
2024-11-04 19:44:06: 0.89 V, 1.42 psi, 7.74 psi
2024-11-04 19:45:06: 0.88 V, 1.44 psi, 7.74 psi
2024-11-04 19:46:06: 0.89 V, 1.44 psi, 7.74 psi
2024-11-04 19:47:06: 0.88 V, 1.44 psi, 7.74 psi
2024-11-04 19:48:06: 0.89 V, 1.45 psi, 7.74 psi
2024-11-04 19:49:06: 0.90 V, 1.45 psi, 7.74 psi
