2024-10-28 00:00:48: 52.59 V, 1.56 psi, 1.70 psi
2024-10-28 13:11:37: 4.78 V, 5.24 psi, 5.43 psi
2024-10-28 13:12:37: 4.78 V, 5.23 psi, 5.42 psi
2024-10-28 13:13:37: 4.78 V, 5.24 psi, 5.42 psi
2024-10-28 13:14:37: 4.78 V, 5.22 psi, 5.41 psi
2024-10-28 13:15:37: 4.78 V, 5.19 psi, 5.40 psi
2024-10-28 13:16:37: 4.78 V, 5.20 psi, 5.39 psi
2024-10-28 13:17:37: 4.78 V, 5.18 psi, 5.38 psi
2024-10-28 13:18:37: 4.78 V, 5.18 psi, 5.37 psi
2024-10-28 13:19:37: 4.78 V, 5.16 psi, 5.36 psi
2024-10-28 13:20:37: 4.78 V, 5.15 psi, 5.35 psi
2024-10-28 13:21:37: 4.51 V, 5.14 psi, 5.34 psi
2024-10-28 13:22:37: 4.51 V, 5.13 psi, 5.33 psi
2024-10-28 13:23:37: 4.78 V, 5.14 psi, 5.32 psi
2024-10-28 13:24:37: 4.78 V, 5.11 psi, 5.31 psi
2024-10-28 13:25:37: 4.78 V, 5.12 psi, 5.30 psi
2024-10-28 13:26:37: 4.78 V, 5.11 psi, 5.29 psi
2024-10-28 13:27:38: 4.78 V, 5.09 psi, 5.29 psi
2024-10-28 13:28:38: 4.78 V, 5.08 psi, 5.28 psi
2024-10-28 13:29:38: 4.78 V, 5.07 psi, 5.26 psi
2024-10-28 13:30:38: 4.78 V, 5.07 psi, 5.26 psi
2024-10-28 13:31:38: 4.78 V, 5.05 psi, 5.24 psi
2024-10-28 13:32:38: 5.04 V, 5.05 psi, 5.24 psi
2024-10-28 13:33:38: 5.04 V, 5.04 psi, 5.23 psi
2024-10-28 13:34:38: 5.04 V, 5.04 psi, 5.22 psi
2024-10-28 13:35:38: 5.04 V, 5.02 psi, 5.21 psi
2024-10-28 13:36:38: 5.04 V, 5.01 psi, 5.20 psi
2024-10-28 13:37:38: 4.78 V, 5.00 psi, 5.20 psi
2024-10-28 13:38:38: 4.78 V, 4.99 psi, 5.19 psi
2024-10-28 13:39:38: 4.78 V, 5.00 psi, 5.18 psi
2024-10-28 13:40:38: 4.78 V, 4.97 psi, 5.17 psi
2024-10-28 13:41:38: 4.78 V, 4.98 psi, 5.17 psi
2024-10-28 13:42:38: 4.78 V, 4.96 psi, 5.16 psi
2024-10-28 13:43:38: 4.78 V, 4.96 psi, 5.15 psi
2024-10-28 13:44:39: 4.78 V, 4.97 psi, 5.15 psi
2024-10-28 13:45:39: 4.78 V, 4.95 psi, 5.14 psi
2024-10-28 13:46:39: 4.78 V, 4.95 psi, 5.13 psi
2024-10-28 13:47:39: 4.78 V, 4.94 psi, 5.12 psi
2024-10-28 13:48:39: 4.78 V, 4.92 psi, 5.11 psi
2024-10-28 13:49:39: 4.78 V, 4.93 psi, 5.11 psi
2024-10-28 13:50:39: 4.78 V, 4.92 psi, 5.10 psi
2024-10-28 13:52:39: 5.04 V, 4.90 psi, 5.08 psi
2024-10-28 13:53:39: 5.04 V, 4.90 psi, 5.07 psi
2024-10-28 13:54:39: 5.04 V, 4.89 psi, 5.07 psi
2024-10-28 13:55:39: 5.04 V, 4.88 psi, 5.06 psi
2024-10-28 13:56:39: 5.04 V, 4.87 psi, 5.05 psi
2024-10-28 13:57:39: 5.04 V, 4.86 psi, 5.04 psi
2024-10-28 13:58:39: 5.04 V, 4.86 psi, 5.04 psi
2024-10-28 13:59:39: 5.04 V, 4.85 psi, 5.03 psi
2024-10-28 14:00:39: 5.04 V, 4.85 psi, 5.03 psi
2024-10-28 14:01:40: 5.04 V, 4.84 psi, 5.02 psi
2024-10-28 14:02:40: 4.78 V, 4.84 psi, 5.01 psi
2024-10-28 14:03:40: 4.78 V, 4.83 psi, 5.00 psi
2024-10-28 14:04:40: 4.78 V, 4.81 psi, 4.99 psi
2024-10-28 14:05:40: 5.04 V, 4.82 psi, 4.99 psi
2024-10-28 14:06:40: 5.04 V, 4.80 psi, 4.98 psi
2024-10-28 14:07:40: 5.04 V, 4.81 psi, 4.98 psi
2024-10-28 14:08:40: 5.04 V, 4.79 psi, 4.97 psi
2024-10-28 14:09:40: 4.78 V, 4.79 psi, 4.96 psi
2024-10-28 14:10:40: 4.78 V, 4.78 psi, 4.96 psi
2024-10-28 14:11:40: 4.78 V, 4.77 psi, 4.95 psi
2024-10-28 14:12:40: 5.04 V, 4.77 psi, 4.94 psi
2024-10-28 14:13:40: 5.04 V, 4.75 psi, 4.93 psi
2024-10-28 14:14:40: 5.04 V, 4.77 psi, 4.93 psi
2024-10-28 14:15:40: 5.04 V, 4.75 psi, 4.92 psi
2024-10-28 14:16:40: 5.04 V, 4.73 psi, 4.92 psi
2024-10-28 14:17:40: 5.04 V, 4.74 psi, 4.91 psi
2024-10-28 14:18:41: 5.04 V, 4.73 psi, 4.91 psi
2024-10-28 14:19:41: 4.78 V, 4.72 psi, 4.90 psi
2024-10-28 14:20:41: 4.78 V, 4.71 psi, 4.89 psi
2024-10-28 14:21:41: 5.04 V, 4.71 psi, 4.88 psi
2024-10-28 14:22:41: 5.04 V, 4.70 psi, 4.88 psi
2024-10-28 14:23:41: 5.04 V, 4.69 psi, 4.88 psi
2024-10-28 14:24:41: 5.04 V, 4.69 psi, 4.87 psi
2024-10-28 14:25:41: 5.04 V, 4.68 psi, 4.86 psi
2024-10-28 14:26:41: 5.04 V, 4.68 psi, 4.86 psi
2024-10-28 14:28:41: 5.04 V, 4.67 psi, 4.84 psi
2024-10-28 14:29:41: 5.04 V, 4.66 psi, 4.83 psi
2024-10-28 14:30:41: 5.04 V, 4.65 psi, 4.82 psi
2024-10-28 14:31:41: 5.04 V, 4.64 psi, 4.82 psi
2024-10-28 14:32:41: 5.04 V, 4.63 psi, 4.81 psi
2024-10-28 14:33:41: 5.04 V, 4.63 psi, 4.81 psi
2024-10-28 14:34:41: 5.04 V, 4.62 psi, 4.80 psi
2024-10-28 14:35:42: 5.04 V, 4.62 psi, 4.79 psi
2024-10-28 14:36:42: 5.04 V, 4.61 psi, 4.79 psi
2024-10-28 14:37:42: 5.04 V, 4.61 psi, 4.78 psi
2024-10-28 14:38:42: 5.04 V, 4.59 psi, 4.77 psi
2024-10-28 14:39:42: 5.04 V, 4.58 psi, 4.77 psi
2024-10-28 14:40:42: 5.04 V, 4.59 psi, 4.76 psi
2024-10-28 14:41:42: 5.04 V, 4.58 psi, 4.75 psi
2024-10-28 14:42:42: 5.04 V, 4.58 psi, 4.75 psi
2024-10-28 14:43:42: 5.04 V, 4.57 psi, 4.74 psi
2024-10-28 14:44:42: 5.04 V, 4.57 psi, 4.74 psi
2024-10-28 14:45:42: 5.04 V, 4.57 psi, 4.73 psi
2024-10-28 14:46:42: 5.04 V, 4.55 psi, 4.73 psi
2024-10-28 14:47:42: 5.04 V, 4.54 psi, 4.72 psi
2024-10-28 14:48:42: 5.04 V, 4.53 psi, 4.71 psi
2024-10-28 14:49:42: 5.04 V, 4.53 psi, 4.71 psi
2024-10-28 14:50:42: 5.04 V, 4.52 psi, 4.70 psi
2024-10-28 14:51:43: 5.04 V, 4.51 psi, 4.69 psi
2024-10-28 14:52:43: 5.04 V, 4.51 psi, 4.69 psi
2024-10-28 14:53:43: 5.04 V, 4.49 psi, 4.68 psi
2024-10-28 14:54:43: 5.04 V, 4.50 psi, 4.67 psi
2024-10-28 14:55:43: 5.04 V, 4.48 psi, 4.67 psi
2024-10-28 14:57:43: 5.04 V, 4.47 psi, 4.66 psi
2024-10-28 14:58:43: 5.04 V, 4.46 psi, 4.65 psi
2024-10-28 14:59:43: 5.04 V, 4.46 psi, 4.64 psi
2024-10-28 15:00:43: 5.04 V, 4.45 psi, 4.64 psi
2024-10-28 15:01:43: 5.04 V, 4.45 psi, 4.63 psi
2024-10-28 15:02:43: 5.04 V, 4.44 psi, 4.62 psi
2024-10-28 15:03:43: 5.04 V, 4.44 psi, 4.62 psi
2024-10-28 15:04:43: 5.04 V, 4.43 psi, 4.61 psi
2024-10-28 15:05:43: 5.04 V, 4.43 psi, 4.61 psi
2024-10-28 15:06:43: 5.04 V, 4.42 psi, 4.60 psi
2024-10-28 15:07:43: 5.04 V, 4.40 psi, 4.59 psi
2024-10-28 15:08:43: 5.04 V, 4.41 psi, 4.59 psi
2024-10-28 15:09:44: 5.04 V, 4.39 psi, 4.58 psi
2024-10-28 15:10:44: 5.04 V, 4.40 psi, 4.57 psi
2024-10-28 15:11:44: 5.04 V, 4.38 psi, 4.57 psi
2024-10-28 15:12:44: 5.04 V, 4.39 psi, 4.56 psi
2024-10-28 15:13:44: 5.04 V, 4.37 psi, 4.56 psi
2024-10-28 15:14:44: 5.04 V, 4.37 psi, 4.55 psi
2024-10-28 15:15:44: 5.04 V, 4.38 psi, 4.55 psi
2024-10-28 15:16:44: 5.04 V, 4.36 psi, 4.54 psi
2024-10-28 15:17:44: 5.04 V, 4.35 psi, 4.54 psi
2024-10-28 15:18:44: 5.04 V, 4.36 psi, 4.53 psi
2024-10-28 15:19:44: 5.04 V, 4.34 psi, 4.52 psi
2024-10-28 15:20:44: 5.04 V, 4.34 psi, 4.51 psi
2024-10-28 15:21:44: 5.04 V, 4.32 psi, 4.51 psi
2024-10-28 15:22:44: 5.04 V, 4.33 psi, 4.50 psi
2024-10-28 15:23:44: 5.04 V, 4.31 psi, 4.50 psi
2024-10-28 15:24:44: 5.04 V, 4.30 psi, 4.49 psi
2024-10-28 15:25:44: 5.04 V, 4.30 psi, 4.48 psi
2024-10-28 15:26:45: 5.04 V, 4.30 psi, 4.47 psi
2024-10-28 15:27:45: 5.30 V, 4.29 psi, 4.47 psi
2024-10-28 15:28:45: 5.30 V, 4.28 psi, 4.46 psi
2024-10-28 15:29:45: 5.30 V, 4.29 psi, 4.45 psi
2024-10-28 15:30:45: 5.04 V, 4.27 psi, 4.45 psi
2024-10-28 15:31:45: 5.04 V, 4.27 psi, 4.44 psi
2024-10-28 15:32:45: 5.30 V, 4.26 psi, 4.43 psi
2024-10-28 15:33:45: 5.30 V, 4.25 psi, 4.43 psi
2024-10-28 15:34:45: 5.04 V, 4.26 psi, 4.42 psi
2024-10-28 15:35:45: 5.04 V, 4.24 psi, 4.41 psi
2024-10-28 15:36:45: 5.04 V, 4.25 psi, 4.41 psi
2024-10-28 15:37:45: 5.04 V, 4.23 psi, 4.40 psi
2024-10-28 15:38:45: 5.04 V, 4.23 psi, 4.40 psi
2024-10-28 15:39:45: 5.04 V, 4.22 psi, 4.39 psi
2024-10-28 15:40:45: 5.04 V, 4.21 psi, 4.39 psi
2024-10-28 15:41:45: 5.30 V, 4.22 psi, 4.38 psi
2024-10-28 15:42:45: 5.30 V, 4.20 psi, 4.37 psi
2024-10-28 15:43:46: 5.04 V, 4.21 psi, 4.37 psi
2024-10-28 15:44:46: 5.04 V, 4.19 psi, 4.36 psi
2024-10-28 15:45:46: 5.04 V, 4.21 psi, 4.36 psi
2024-10-28 15:46:46: 5.30 V, 4.20 psi, 4.35 psi
2024-10-28 15:47:46: 5.30 V, 4.17 psi, 4.34 psi
2024-10-28 15:48:46: 5.04 V, 4.18 psi, 4.34 psi
2024-10-28 15:49:46: 5.04 V, 4.17 psi, 4.34 psi
2024-10-28 15:50:46: 5.04 V, 4.17 psi, 4.33 psi
2024-10-28 15:51:46: 5.04 V, 4.16 psi, 4.32 psi
2024-10-28 15:52:46: 5.04 V, 4.15 psi, 4.32 psi
2024-10-28 15:53:46: 5.04 V, 4.15 psi, 4.31 psi
2024-10-28 15:54:46: 5.04 V, 4.13 psi, 4.31 psi
2024-10-28 15:55:46: 5.04 V, 4.14 psi, 4.30 psi
2024-10-28 15:56:46: 5.04 V, 4.12 psi, 4.29 psi
2024-10-28 15:57:46: 5.04 V, 4.13 psi, 4.29 psi
2024-10-28 15:58:46: 5.04 V, 4.12 psi, 4.28 psi
2024-10-28 15:59:46: 5.30 V, 4.11 psi, 4.28 psi
2024-10-28 16:00:47: 5.30 V, 4.10 psi, 4.27 psi
2024-10-28 16:01:47: 5.30 V, 4.10 psi, 4.26 psi
2024-10-28 16:02:47: 5.30 V, 4.09 psi, 4.26 psi
2024-10-28 16:03:47: 5.30 V, 4.08 psi, 4.25 psi
2024-10-28 16:04:47: 5.04 V, 4.09 psi, 4.25 psi
2024-10-28 16:05:47: 5.04 V, 4.08 psi, 4.24 psi
2024-10-28 16:06:47: 5.30 V, 4.08 psi, 4.24 psi
2024-10-28 16:07:47: 5.30 V, 4.06 psi, 4.23 psi
2024-10-28 16:08:47: 5.04 V, 4.06 psi, 4.22 psi
2024-10-28 16:09:47: 5.04 V, 4.05 psi, 4.22 psi
2024-10-28 16:10:47: 5.04 V, 4.05 psi, 4.21 psi
2024-10-28 16:11:47: 5.30 V, 4.04 psi, 4.21 psi
2024-10-28 16:12:47: 5.30 V, 4.03 psi, 4.20 psi
2024-10-28 16:13:47: 5.04 V, 4.03 psi, 4.20 psi
2024-10-28 16:14:47: 5.04 V, 4.02 psi, 4.19 psi
2024-10-28 16:15:47: 5.04 V, 4.03 psi, 4.19 psi
2024-10-28 16:16:47: 5.04 V, 4.03 psi, 4.18 psi
2024-10-28 16:17:48: 5.04 V, 4.01 psi, 4.17 psi
2024-10-28 16:18:48: 5.04 V, 4.01 psi, 4.17 psi
2024-10-28 16:19:48: 5.04 V, 4.00 psi, 4.16 psi
2024-10-28 16:20:48: 5.04 V, 3.99 psi, 4.16 psi
2024-10-28 16:21:48: 5.04 V, 3.98 psi, 4.15 psi
2024-10-28 16:22:48: 5.04 V, 3.97 psi, 4.15 psi
2024-10-28 16:23:48: 5.04 V, 3.97 psi, 4.14 psi
2024-10-28 16:24:48: 5.04 V, 3.96 psi, 4.14 psi
2024-10-28 16:25:48: 5.04 V, 3.96 psi, 4.13 psi
2024-10-28 16:26:48: 5.04 V, 3.95 psi, 4.12 psi
2024-10-28 16:27:48: 5.04 V, 3.95 psi, 4.12 psi
2024-10-28 16:28:48: 5.04 V, 3.94 psi, 4.11 psi
2024-10-28 16:29:48: 5.30 V, 3.94 psi, 4.11 psi
2024-10-28 16:30:48: 5.30 V, 3.93 psi, 4.10 psi
2024-10-28 16:31:48: 5.30 V, 3.92 psi, 4.09 psi
2024-10-28 16:32:48: 5.30 V, 3.92 psi, 4.09 psi
2024-10-28 16:33:48: 5.30 V, 3.90 psi, 4.08 psi
2024-10-28 16:34:49: 5.04 V, 3.92 psi, 4.08 psi
2024-10-28 16:35:49: 5.04 V, 3.90 psi, 4.07 psi
2024-10-28 16:36:49: 5.04 V, 3.90 psi, 4.07 psi
2024-10-28 16:37:49: 5.04 V, 3.89 psi, 4.06 psi
2024-10-28 16:38:49: 5.04 V, 3.88 psi, 4.05 psi
2024-10-28 16:39:49: 5.04 V, 3.88 psi, 4.05 psi
2024-10-28 16:40:49: 5.04 V, 3.87 psi, 4.04 psi
2024-10-28 16:41:49: 5.30 V, 3.87 psi, 4.04 psi
2024-10-28 16:42:49: 5.30 V, 3.86 psi, 4.03 psi
2024-10-28 16:43:49: 5.04 V, 3.86 psi, 4.03 psi
2024-10-28 16:44:49: 5.04 V, 3.85 psi, 4.02 psi
2024-10-28 16:45:49: 5.04 V, 3.84 psi, 4.01 psi
2024-10-28 16:46:49: 5.04 V, 3.84 psi, 4.01 psi
2024-10-28 16:47:49: 5.04 V, 3.83 psi, 4.01 psi
2024-10-28 16:48:49: 5.04 V, 3.83 psi, 4.00 psi
2024-10-28 16:50:49: 5.30 V, 3.82 psi, 3.99 psi
2024-10-28 16:51:50: 5.30 V, 3.81 psi, 3.98 psi
2024-10-28 16:52:50: 5.04 V, 3.81 psi, 3.98 psi
2024-10-28 16:53:50: 5.04 V, 3.80 psi, 3.97 psi
2024-10-28 16:54:50: 5.04 V, 3.79 psi, 3.96 psi
2024-10-28 16:55:50: 5.04 V, 3.78 psi, 3.96 psi
2024-10-28 16:56:50: 5.04 V, 3.78 psi, 3.96 psi
2024-10-28 16:57:50: 5.04 V, 3.78 psi, 3.95 psi
2024-10-28 16:58:50: 5.04 V, 3.77 psi, 3.94 psi
2024-10-28 16:59:50: 5.04 V, 3.77 psi, 3.94 psi
2024-10-28 17:00:50: 5.04 V, 3.76 psi, 3.94 psi
2024-10-28 17:01:50: 5.04 V, 3.76 psi, 3.93 psi
2024-10-28 17:02:50: 5.04 V, 3.75 psi, 3.92 psi
2024-10-28 17:03:50: 5.04 V, 3.73 psi, 3.91 psi
2024-10-28 17:04:50: 5.04 V, 3.74 psi, 3.91 psi
2024-10-28 17:05:50: 5.04 V, 3.72 psi, 3.90 psi
2024-10-28 17:06:50: 5.04 V, 3.73 psi, 3.89 psi
2024-10-28 17:07:50: 5.04 V, 3.71 psi, 3.89 psi
2024-10-28 17:08:50: 5.04 V, 3.72 psi, 3.88 psi
2024-10-28 17:09:51: 5.30 V, 3.71 psi, 3.87 psi
2024-10-28 17:10:51: 5.30 V, 3.69 psi, 3.87 psi
2024-10-28 17:11:51: 5.04 V, 3.70 psi, 3.86 psi
2024-10-28 17:12:51: 5.04 V, 3.69 psi, 3.85 psi
2024-10-28 17:13:51: 5.04 V, 3.69 psi, 3.85 psi
2024-10-28 17:14:51: 5.04 V, 3.67 psi, 3.84 psi
2024-10-28 17:15:51: 5.04 V, 3.68 psi, 3.83 psi
2024-10-28 17:16:51: 5.04 V, 3.68 psi, 3.83 psi
2024-10-28 17:17:51: 5.04 V, 3.66 psi, 3.82 psi
2024-10-28 17:18:51: 5.04 V, 3.65 psi, 3.82 psi
2024-10-28 17:19:51: 5.30 V, 3.65 psi, 3.81 psi
2024-10-28 17:20:51: 5.30 V, 3.64 psi, 3.80 psi
2024-10-28 17:21:51: 5.04 V, 3.64 psi, 3.80 psi
2024-10-28 17:22:51: 5.04 V, 3.63 psi, 3.79 psi
2024-10-28 17:23:51: 5.04 V, 3.63 psi, 3.78 psi
2024-10-28 17:24:51: 5.04 V, 3.62 psi, 3.78 psi
2024-10-28 17:25:51: 5.04 V, 3.61 psi, 3.77 psi
2024-10-28 17:26:52: 5.04 V, 3.61 psi, 3.77 psi
2024-10-28 17:27:52: 5.04 V, 3.60 psi, 3.76 psi
2024-10-28 17:28:52: 5.04 V, 3.60 psi, 3.76 psi
2024-10-28 17:29:52: 5.04 V, 3.59 psi, 3.75 psi
2024-10-28 17:30:52: 5.30 V, 3.59 psi, 3.75 psi
2024-10-28 17:31:52: 5.30 V, 3.58 psi, 3.74 psi
2024-10-28 17:32:52: 5.30 V, 3.58 psi, 3.73 psi
2024-10-28 17:33:52: 5.04 V, 3.57 psi, 3.72 psi
2024-10-28 17:34:52: 5.04 V, 3.55 psi, 3.72 psi
2024-10-28 17:35:52: 5.30 V, 3.57 psi, 3.72 psi
2024-10-28 17:36:52: 5.30 V, 3.55 psi, 3.71 psi
2024-10-28 17:37:52: 5.30 V, 3.54 psi, 3.71 psi
2024-10-28 17:38:52: 5.30 V, 3.54 psi, 3.70 psi
2024-10-28 17:39:52: 5.30 V, 3.53 psi, 3.69 psi
2024-10-28 17:40:52: 5.30 V, 3.53 psi, 3.69 psi
2024-10-28 17:41:52: 5.30 V, 3.52 psi, 3.68 psi
2024-10-28 17:42:52: 5.04 V, 3.52 psi, 3.67 psi
2024-10-28 17:43:53: 5.04 V, 3.51 psi, 3.67 psi
2024-10-28 17:44:53: 5.30 V, 3.51 psi, 3.67 psi
2024-10-28 17:45:53: 5.30 V, 3.50 psi, 3.65 psi
2024-10-28 17:46:53: 5.30 V, 3.49 psi, 3.65 psi
2024-10-28 17:48:53: 5.30 V, 3.48 psi, 3.64 psi
2024-10-28 17:49:53: 5.04 V, 3.48 psi, 3.64 psi
2024-10-28 17:50:53: 5.04 V, 3.47 psi, 3.63 psi
2024-10-28 17:51:53: 5.04 V, 3.47 psi, 3.63 psi
2024-10-28 17:52:53: 5.04 V, 3.46 psi, 3.62 psi
2024-10-28 17:53:53: 5.04 V, 3.46 psi, 3.61 psi
2024-10-28 17:54:53: 5.04 V, 3.45 psi, 3.60 psi
2024-10-28 17:55:53: 5.04 V, 3.44 psi, 3.60 psi
2024-10-28 17:56:53: 5.04 V, 3.44 psi, 3.60 psi
2024-10-28 17:57:53: 5.04 V, 3.43 psi, 3.59 psi
2024-10-28 17:58:53: 5.04 V, 3.43 psi, 3.58 psi
2024-10-28 17:59:53: 5.04 V, 3.42 psi, 3.58 psi
2024-10-28 18:00:53: 5.04 V, 3.42 psi, 3.57 psi
2024-10-28 18:01:54: 5.04 V, 3.41 psi, 3.57 psi
2024-10-28 18:02:54: 5.04 V, 3.39 psi, 3.56 psi
2024-10-28 18:03:54: 5.04 V, 3.40 psi, 3.55 psi
2024-10-28 18:04:54: 5.04 V, 3.38 psi, 3.55 psi
2024-10-28 18:05:54: 5.04 V, 3.39 psi, 3.54 psi
2024-10-28 18:06:54: 5.04 V, 3.37 psi, 3.53 psi
2024-10-28 18:07:54: 5.04 V, 3.37 psi, 3.53 psi
2024-10-28 18:08:54: 5.04 V, 3.36 psi, 3.52 psi
2024-10-28 18:09:54: 5.04 V, 3.35 psi, 3.52 psi
2024-10-28 18:10:54: 5.04 V, 3.36 psi, 3.52 psi
2024-10-28 18:11:54: 5.04 V, 3.34 psi, 3.50 psi
2024-10-28 18:12:54: 5.04 V, 3.35 psi, 3.50 psi
2024-10-28 18:13:54: 5.04 V, 3.33 psi, 3.49 psi
2024-10-28 18:14:54: 5.04 V, 3.33 psi, 3.48 psi
2024-10-28 18:15:54: 5.04 V, 3.32 psi, 3.47 psi
2024-10-28 18:16:54: 5.04 V, 3.31 psi, 3.47 psi
2024-10-28 18:17:54: 5.04 V, 3.32 psi, 3.46 psi
2024-10-28 18:18:55: 5.04 V, 3.31 psi, 3.45 psi
2024-10-28 18:19:55: 5.04 V, 3.30 psi, 3.45 psi
2024-10-28 18:20:55: 5.04 V, 3.29 psi, 3.44 psi
2024-10-28 18:21:55: 5.04 V, 3.28 psi, 3.44 psi
2024-10-28 18:22:55: 5.04 V, 3.29 psi, 3.44 psi
2024-10-28 18:23:55: 5.04 V, 3.27 psi, 3.44 psi
2024-10-28 18:24:55: 5.04 V, 3.28 psi, 3.43 psi
2024-10-28 18:25:55: 5.04 V, 3.26 psi, 3.43 psi
2024-10-28 18:26:55: 5.04 V, 3.26 psi, 3.43 psi
2024-10-28 18:27:55: 5.04 V, 3.26 psi, 3.43 psi
2024-10-28 18:28:55: 5.04 V, 3.24 psi, 3.43 psi
2024-10-28 18:29:55: 4.78 V, 3.25 psi, 3.42 psi
2024-10-28 18:30:55: 4.78 V, 3.23 psi, 3.42 psi
2024-10-28 18:31:55: 4.78 V, 3.24 psi, 3.41 psi
2024-10-28 18:32:55: 4.78 V, 3.22 psi, 3.40 psi
2024-10-28 18:33:55: 4.78 V, 3.22 psi, 3.40 psi
2024-10-28 18:34:55: 5.04 V, 3.21 psi, 3.39 psi
2024-10-28 18:35:56: 5.04 V, 3.20 psi, 3.38 psi
2024-10-28 18:36:56: 5.04 V, 3.20 psi, 3.38 psi
2024-10-28 18:37:56: 5.04 V, 3.19 psi, 3.37 psi
2024-10-28 18:38:56: 4.78 V, 3.19 psi, 3.37 psi
2024-10-28 18:39:56: 4.78 V, 3.17 psi, 3.35 psi
2024-10-28 18:40:56: 4.78 V, 3.18 psi, 3.35 psi
2024-10-28 18:41:56: 4.78 V, 3.16 psi, 3.34 psi
2024-10-28 18:42:56: 4.78 V, 3.15 psi, 3.34 psi
2024-10-28 18:43:56: 4.78 V, 3.15 psi, 3.33 psi
2024-10-28 18:44:56: 4.78 V, 3.15 psi, 3.32 psi
2024-10-28 18:45:56: 4.78 V, 3.15 psi, 3.32 psi
2024-10-28 18:46:56: 4.78 V, 3.13 psi, 3.31 psi
2024-10-28 18:47:56: 4.78 V, 3.14 psi, 3.31 psi
2024-10-28 18:48:56: 4.78 V, 3.14 psi, 3.30 psi
2024-10-28 18:49:56: 4.78 V, 3.12 psi, 3.29 psi
2024-10-28 18:50:56: 4.51 V, 3.12 psi, 3.29 psi
2024-10-28 18:51:56: 4.51 V, 3.10 psi, 3.28 psi
2024-10-28 18:52:57: 4.51 V, 3.11 psi, 3.28 psi
2024-10-28 18:53:57: 4.78 V, 3.10 psi, 3.27 psi
2024-10-28 18:54:57: 4.78 V, 3.09 psi, 3.27 psi
2024-10-28 18:55:57: 4.51 V, 3.09 psi, 3.27 psi
2024-10-28 18:56:57: 4.51 V, 3.07 psi, 3.26 psi
2024-10-28 18:57:57: 4.51 V, 3.08 psi, 3.25 psi
2024-10-28 18:58:57: 4.51 V, 3.06 psi, 3.25 psi
2024-10-28 18:59:57: 4.51 V, 3.07 psi, 3.24 psi
2024-10-28 19:00:57: 4.78 V, 3.05 psi, 3.23 psi
2024-10-28 19:01:57: 4.78 V, 3.04 psi, 3.23 psi
2024-10-28 19:02:57: 4.51 V, 3.04 psi, 3.23 psi
2024-10-28 19:03:57: 4.51 V, 3.03 psi, 3.22 psi
2024-10-28 19:04:57: 4.78 V, 3.03 psi, 3.21 psi
2024-10-28 19:05:57: 4.78 V, 3.02 psi, 3.20 psi
2024-10-28 19:06:57: 4.51 V, 3.02 psi, 3.20 psi
2024-10-28 19:07:57: 4.51 V, 3.01 psi, 3.19 psi
2024-10-28 19:08:57: 4.78 V, 3.01 psi, 3.18 psi
2024-10-28 19:09:58: 4.78 V, 3.00 psi, 3.18 psi
2024-10-28 19:10:58: 4.78 V, 3.00 psi, 3.17 psi
2024-10-28 19:11:58: 4.51 V, 2.99 psi, 3.16 psi
2024-10-28 19:12:58: 4.51 V, 2.98 psi, 3.16 psi
2024-10-28 19:13:58: 4.51 V, 2.98 psi, 3.15 psi
2024-10-28 19:14:58: 4.51 V, 2.98 psi, 3.14 psi
2024-10-28 19:15:58: 4.51 V, 2.97 psi, 3.14 psi
2024-10-28 19:16:58: 4.51 V, 2.96 psi, 3.13 psi
2024-10-28 19:17:58: 4.51 V, 2.95 psi, 3.12 psi
2024-10-28 19:18:58: 4.51 V, 2.95 psi, 3.12 psi
2024-10-28 19:19:58: 4.51 V, 2.94 psi, 3.11 psi
2024-10-28 19:20:58: 4.51 V, 2.94 psi, 3.10 psi
2024-10-28 19:21:58: 4.51 V, 2.93 psi, 3.10 psi
2024-10-28 19:22:58: 4.51 V, 2.93 psi, 3.10 psi
2024-10-28 19:23:58: 4.51 V, 2.92 psi, 3.08 psi
2024-10-28 19:24:58: 4.51 V, 2.92 psi, 3.08 psi
2024-10-28 19:25:58: 4.51 V, 2.91 psi, 3.08 psi
2024-10-28 19:26:58: 4.51 V, 2.90 psi, 3.07 psi
2024-10-28 19:27:59: 4.25 V, 2.90 psi, 3.06 psi
2024-10-28 19:28:59: 4.25 V, 2.89 psi, 3.05 psi
2024-10-28 19:29:59: 4.51 V, 2.89 psi, 3.05 psi
2024-10-28 19:30:59: 4.51 V, 2.88 psi, 3.04 psi
2024-10-28 19:31:59: 4.51 V, 2.88 psi, 3.04 psi
2024-10-28 19:32:59: 4.51 V, 2.87 psi, 3.04 psi
2024-10-28 19:33:59: 4.51 V, 2.86 psi, 3.03 psi
2024-10-28 19:34:59: 4.51 V, 2.86 psi, 3.03 psi
2024-10-28 19:35:59: 4.51 V, 2.85 psi, 3.02 psi
2024-10-28 19:36:59: 4.78 V, 2.85 psi, 3.02 psi
2024-10-28 19:37:59: 4.78 V, 2.84 psi, 3.01 psi
2024-10-28 19:38:59: 4.78 V, 2.84 psi, 3.01 psi
2024-10-28 19:39:59: 4.51 V, 2.83 psi, 3.00 psi
2024-10-28 19:40:59: 4.51 V, 2.82 psi, 3.00 psi
2024-10-28 19:41:59: 4.51 V, 2.82 psi, 2.99 psi
2024-10-28 19:42:59: 4.51 V, 2.81 psi, 2.98 psi
